country,indicator,date,year_week,value,source,url
Belgium,Daily hospital occupancy,2022-10-29,2022-W43,1030,Country_Website,
Belgium,Daily hospital occupancy,2022-10-30,2022-W43,1050,Country_Website,
Belgium,Daily hospital occupancy,2022-10-31,2022-W44,1078,Country_Website,
Belgium,Daily hospital occupancy,2022-11-01,2022-W44,981,Country_Website,
Belgium,Daily hospital occupancy,2022-11-02,2022-W44,963,Country_Website,
Belgium,Daily hospital occupancy,2022-11-03,2022-W44,899,Country_Website,
Belgium,Daily hospital occupancy,2022-11-04,2022-W44,833,Country_Website,
Belgium,Daily hospital occupancy,2022-11-05,2022-W44,813,Country_Website,
Belgium,Daily hospital occupancy,2022-11-06,2022-W44,814,Country_Website,
Belgium,Daily hospital occupancy,2022-11-07,2022-W45,840,Country_Website,
Belgium,Daily hospital occupancy,2022-11-08,2022-W45,798,Country_Website,
Belgium,Daily hospital occupancy,2022-11-09,2022-W45,796,Country_Website,
Belgium,Daily hospital occupancy,2022-11-10,2022-W45,810,Country_Website,
Belgium,Daily hospital occupancy,2022-11-11,2022-W45,776,Country_Website,
Belgium,Daily hospital occupancy,2022-11-12,2022-W45,757,Country_Website,
Belgium,Daily hospital occupancy,2022-11-13,2022-W45,780,Country_Website,
Belgium,Daily hospital occupancy,2022-11-14,2022-W46,791,Country_Website,
Belgium,Daily hospital occupancy,2022-11-15,2022-W46,724,Country_Website,
Belgium,Daily hospital occupancy,2022-11-16,2022-W46,696,Country_Website,
Belgium,Daily hospital occupancy,2022-11-17,2022-W46,653,Country_Website,
Belgium,Daily hospital occupancy,2022-11-18,2022-W46,672,Country_Website,
Belgium,Daily hospital occupancy,2022-11-19,2022-W46,654,Country_Website,
Belgium,Daily hospital occupancy,2022-11-20,2022-W46,669,Country_Website,
Belgium,Daily hospital occupancy,2022-11-21,2022-W47,709,Country_Website,
Belgium,Daily hospital occupancy,2022-11-22,2022-W47,714,Country_Website,
Belgium,Daily hospital occupancy,2022-11-23,2022-W47,736,Country_Website,
Belgium,Daily hospital occupancy,2022-11-24,2022-W47,762,Country_Website,
Belgium,Daily hospital occupancy,2022-11-25,2022-W47,790,Country_Website,
Belgium,Daily hospital occupancy,2022-11-26,2022-W47,797,Country_Website,
Belgium,Daily hospital occupancy,2022-11-27,2022-W47,839,Country_Website,
Belgium,Daily hospital occupancy,2022-11-28,2022-W48,872,Country_Website,
Belgium,Daily hospital occupancy,2022-11-29,2022-W48,928,Country_Website,
Belgium,Daily hospital occupancy,2022-11-30,2022-W48,957,Country_Website,
Belgium,Daily hospital occupancy,2022-12-01,2022-W48,974,Country_Website,
Belgium,Daily hospital occupancy,2022-12-02,2022-W48,1011,Country_Website,
Belgium,Daily hospital occupancy,2022-12-03,2022-W48,996,Country_Website,
Belgium,Daily hospital occupancy,2022-12-04,2022-W48,1039,Country_Website,
Belgium,Daily hospital occupancy,2022-12-05,2022-W49,1124,Country_Website,
Belgium,Daily hospital occupancy,2022-12-06,2022-W49,1176,Country_Website,
Belgium,Daily hospital occupancy,2022-12-07,2022-W49,1203,Country_Website,
Belgium,Daily hospital occupancy,2022-12-08,2022-W49,1242,Country_Website,
Belgium,Daily hospital occupancy,2022-12-09,2022-W49,1272,Country_Website,
Belgium,Daily hospital occupancy,2022-12-10,2022-W49,1318,Country_Website,
Belgium,Daily hospital occupancy,2022-12-11,2022-W49,1387,Country_Website,
Belgium,Daily hospital occupancy,2022-12-12,2022-W50,1496,Country_Website,
Belgium,Daily hospital occupancy,2022-12-13,2022-W50,1495,Country_Website,
Belgium,Daily hospital occupancy,2022-12-14,2022-W50,1583,Country_Website,
Belgium,Daily hospital occupancy,2022-12-15,2022-W50,1619,Country_Website,
Belgium,Daily hospital occupancy,2022-12-16,2022-W50,1706,Country_Website,
Belgium,Daily hospital occupancy,2022-12-17,2022-W50,1763,Country_Website,
Belgium,Daily hospital occupancy,2022-12-18,2022-W50,1844,Country_Website,
Belgium,Daily hospital occupancy,2022-12-19,2022-W51,1960,Country_Website,
Belgium,Daily hospital occupancy,2022-12-20,2022-W51,1964,Country_Website,
Belgium,Daily hospital occupancy,2022-12-21,2022-W51,2010,Country_Website,
Belgium,Daily hospital occupancy,2022-12-22,2022-W51,1999,Country_Website,
Belgium,Daily hospital occupancy,2022-12-23,2022-W51,1994,Country_Website,
Belgium,Daily hospital occupancy,2022-12-24,2022-W51,1898,Country_Website,
Belgium,Daily hospital occupancy,2022-12-25,2022-W51,1950,Country_Website,
Belgium,Daily hospital occupancy,2022-12-26,2022-W52,1971,Country_Website,
Belgium,Daily hospital occupancy,2022-12-27,2022-W52,1955,Country_Website,
Belgium,Daily hospital occupancy,2022-12-28,2022-W52,1948,Country_Website,
Belgium,Daily hospital occupancy,2022-12-29,2022-W52,1852,Country_Website,
Belgium,Daily hospital occupancy,2022-12-30,2022-W52,1789,Country_Website,
Belgium,Daily hospital occupancy,2022-12-31,2022-W52,1671,Country_Website,
Belgium,Daily hospital occupancy,2023-01-01,2022-W52,1691,Country_Website,
Belgium,Daily hospital occupancy,2023-01-02,2023-W01,1699,Country_Website,
Belgium,Daily hospital occupancy,2023-01-03,2023-W01,1594,Country_Website,
Belgium,Daily hospital occupancy,2023-01-04,2023-W01,1492,Country_Website,
Belgium,Daily hospital occupancy,2023-01-05,2023-W01,1391,Country_Website,
Belgium,Daily hospital occupancy,2023-01-06,2023-W01,1317,Country_Website,
Belgium,Daily hospital occupancy,2023-01-07,2023-W01,1227,Country_Website,
Belgium,Daily hospital occupancy,2023-01-08,2023-W01,1226,Country_Website,
Belgium,Daily hospital occupancy,2023-01-09,2023-W02,1204,Country_Website,
Belgium,Daily hospital occupancy,2023-01-10,2023-W02,1086,Country_Website,
Belgium,Daily hospital occupancy,2023-01-11,2023-W02,1031,Country_Website,
Belgium,Daily hospital occupancy,2023-01-12,2023-W02,958,Country_Website,
Belgium,Daily hospital occupancy,2023-01-13,2023-W02,909,Country_Website,
Belgium,Daily hospital occupancy,2023-01-14,2023-W02,881,Country_Website,
Belgium,Daily hospital occupancy,2023-01-15,2023-W02,866,Country_Website,
Belgium,Daily hospital occupancy,2023-01-16,2023-W03,893,Country_Website,
Belgium,Daily hospital occupancy,2023-01-17,2023-W03,857,Country_Website,
Belgium,Daily hospital occupancy,2023-01-18,2023-W03,801,Country_Website,
Belgium,Daily hospital occupancy,2023-01-19,2023-W03,743,Country_Website,
Belgium,Daily hospital occupancy,2023-01-20,2023-W03,727,Country_Website,
Belgium,Daily hospital occupancy,2023-01-21,2023-W03,661,Country_Website,
Belgium,Daily hospital occupancy,2023-01-22,2023-W03,656,Country_Website,
Belgium,Daily hospital occupancy,2023-01-23,2023-W04,683,Country_Website,
Belgium,Daily hospital occupancy,2023-01-24,2023-W04,663,Country_Website,
Belgium,Daily hospital occupancy,2023-01-25,2023-W04,651,Country_Website,
Belgium,Daily hospital occupancy,2023-01-26,2023-W04,674,Country_Website,
Belgium,Daily hospital occupancy,2023-01-27,2023-W04,691,Country_Website,
Belgium,Daily hospital occupancy,2023-01-28,2023-W04,709,Country_Website,
Belgium,Daily hospital occupancy,2023-01-29,2023-W04,741,Country_Website,
Belgium,Daily hospital occupancy,2023-01-30,2023-W05,795,Country_Website,
Belgium,Daily hospital occupancy,2023-01-31,2023-W05,808,Country_Website,
Belgium,Daily hospital occupancy,2023-02-01,2023-W05,830,Country_Website,
Belgium,Daily hospital occupancy,2023-02-02,2023-W05,865,Country_Website,
Belgium,Daily hospital occupancy,2023-02-03,2023-W05,885,Country_Website,
Belgium,Daily hospital occupancy,2023-02-04,2023-W05,872,Country_Website,
Belgium,Daily hospital occupancy,2023-02-05,2023-W05,918,Country_Website,
Belgium,Daily hospital occupancy,2023-02-06,2023-W06,949,Country_Website,
Belgium,Daily hospital occupancy,2023-02-07,2023-W06,950,Country_Website,
Belgium,Daily hospital occupancy,2023-02-08,2023-W06,977,Country_Website,
Belgium,Daily hospital occupancy,2023-02-09,2023-W06,974,Country_Website,
Belgium,Daily hospital occupancy,2023-02-10,2023-W06,1011,Country_Website,
Belgium,Daily hospital occupancy,2023-02-11,2023-W06,1010,Country_Website,
Belgium,Daily hospital occupancy,2023-02-12,2023-W06,1070,Country_Website,
Belgium,Daily hospital occupancy,2023-02-13,2023-W07,1164,Country_Website,
Belgium,Daily hospital occupancy,2023-02-14,2023-W07,1215,Country_Website,
Belgium,Daily hospital occupancy,2023-02-15,2023-W07,1231,Country_Website,
Belgium,Daily hospital occupancy,2023-02-16,2023-W07,1261,Country_Website,
Belgium,Daily hospital occupancy,2023-02-17,2023-W07,1295,Country_Website,
Belgium,Daily hospital occupancy,2023-02-18,2023-W07,1323,Country_Website,
Belgium,Daily hospital occupancy,2023-02-19,2023-W07,1388,Country_Website,
Belgium,Daily hospital occupancy,2023-02-20,2023-W08,1483,Country_Website,
Belgium,Daily hospital occupancy,2023-02-21,2023-W08,1540,Country_Website,
Belgium,Daily hospital occupancy,2023-02-22,2023-W08,1589,Country_Website,
Belgium,Daily hospital occupancy,2023-02-23,2023-W08,1642,Country_Website,
Belgium,Daily hospital occupancy,2023-02-24,2023-W08,1613,Country_Website,
Belgium,Daily hospital occupancy,2023-02-25,2023-W08,1612,Country_Website,
Belgium,Daily hospital occupancy,2023-02-26,2023-W08,1654,Country_Website,
Belgium,Daily hospital occupancy,2023-02-27,2023-W09,1728,Country_Website,
Belgium,Daily hospital occupancy,2023-02-28,2023-W09,1731,Country_Website,
Belgium,Daily hospital occupancy,2023-03-01,2023-W09,1761,Country_Website,
Belgium,Daily ICU occupancy,2020-03-15,2020-W11,53,Country_Website,
Belgium,Daily ICU occupancy,2020-03-16,2020-W12,79,Country_Website,
Belgium,Daily ICU occupancy,2020-03-17,2020-W12,100,Country_Website,
Belgium,Daily ICU occupancy,2020-03-18,2020-W12,130,Country_Website,
Belgium,Daily ICU occupancy,2020-03-19,2020-W12,164,Country_Website,
Belgium,Daily ICU occupancy,2020-03-20,2020-W12,229,Country_Website,
Belgium,Daily ICU occupancy,2020-03-21,2020-W12,290,Country_Website,
Belgium,Daily ICU occupancy,2020-03-22,2020-W12,326,Country_Website,
Belgium,Daily ICU occupancy,2020-03-23,2020-W13,385,Country_Website,
Belgium,Daily ICU occupancy,2020-03-24,2020-W13,487,Country_Website,
Belgium,Daily ICU occupancy,2020-03-25,2020-W13,612,Country_Website,
Belgium,Daily ICU occupancy,2020-03-26,2020-W13,699,Country_Website,
Belgium,Daily ICU occupancy,2020-03-27,2020-W13,789,Country_Website,
Belgium,Daily ICU occupancy,2020-03-28,2020-W13,867,Country_Website,
Belgium,Daily ICU occupancy,2020-03-29,2020-W13,961,Country_Website,
Belgium,Daily ICU occupancy,2020-03-30,2020-W14,1021,Country_Website,
Belgium,Daily ICU occupancy,2020-03-31,2020-W14,1088,Country_Website,
Belgium,Daily ICU occupancy,2020-04-01,2020-W14,1144,Country_Website,
Belgium,Daily ICU occupancy,2020-04-02,2020-W14,1205,Country_Website,
Belgium,Daily ICU occupancy,2020-04-03,2020-W14,1256,Country_Website,
Belgium,Daily ICU occupancy,2020-04-04,2020-W14,1261,Country_Website,
Belgium,Daily ICU occupancy,2020-04-05,2020-W14,1267,Country_Website,
Belgium,Daily ICU occupancy,2020-04-06,2020-W15,1260,Country_Website,
Belgium,Daily ICU occupancy,2020-04-07,2020-W15,1276,Country_Website,
Belgium,Daily ICU occupancy,2020-04-08,2020-W15,1286,Country_Website,
Belgium,Daily ICU occupancy,2020-04-09,2020-W15,1279,Country_Website,
Belgium,Daily ICU occupancy,2020-04-10,2020-W15,1262,Country_Website,
Belgium,Daily ICU occupancy,2020-04-11,2020-W15,1251,Country_Website,
Belgium,Daily ICU occupancy,2020-04-12,2020-W15,1253,Country_Website,
Belgium,Daily ICU occupancy,2020-04-13,2020-W16,1226,Country_Website,
Belgium,Daily ICU occupancy,2020-04-14,2020-W16,1204,Country_Website,
Belgium,Daily ICU occupancy,2020-04-15,2020-W16,1182,Country_Website,
Belgium,Daily ICU occupancy,2020-04-16,2020-W16,1150,Country_Website,
Belgium,Daily ICU occupancy,2020-04-17,2020-W16,1119,Country_Website,
Belgium,Daily ICU occupancy,2020-04-18,2020-W16,1081,Country_Website,
Belgium,Daily ICU occupancy,2020-04-19,2020-W16,1071,Country_Website,
Belgium,Daily ICU occupancy,2020-04-20,2020-W17,1079,Country_Website,
Belgium,Daily ICU occupancy,2020-04-21,2020-W17,1020,Country_Website,
Belgium,Daily ICU occupancy,2020-04-22,2020-W17,993,Country_Website,
Belgium,Daily ICU occupancy,2020-04-23,2020-W17,970,Country_Website,
Belgium,Daily ICU occupancy,2020-04-24,2020-W17,934,Country_Website,
Belgium,Daily ICU occupancy,2020-04-25,2020-W17,901,Country_Website,
Belgium,Daily ICU occupancy,2020-04-26,2020-W17,903,Country_Website,
Belgium,Daily ICU occupancy,2020-04-27,2020-W18,876,Country_Website,
Belgium,Daily ICU occupancy,2020-04-28,2020-W18,797,Country_Website,
Belgium,Daily ICU occupancy,2020-04-29,2020-W18,769,Country_Website,
Belgium,Daily ICU occupancy,2020-04-30,2020-W18,749,Country_Website,
Belgium,Daily ICU occupancy,2020-05-01,2020-W18,690,Country_Website,
Belgium,Daily ICU occupancy,2020-05-02,2020-W18,684,Country_Website,
Belgium,Daily ICU occupancy,2020-05-03,2020-W18,655,Country_Website,
Belgium,Daily ICU occupancy,2020-05-04,2020-W19,646,Country_Website,
Belgium,Daily ICU occupancy,2020-05-05,2020-W19,582,Country_Website,
Belgium,Daily ICU occupancy,2020-05-06,2020-W19,542,Country_Website,
Belgium,Daily ICU occupancy,2020-05-07,2020-W19,508,Country_Website,
Belgium,Daily ICU occupancy,2020-05-08,2020-W19,502,Country_Website,
Belgium,Daily ICU occupancy,2020-05-09,2020-W19,475,Country_Website,
Belgium,Daily ICU occupancy,2020-05-10,2020-W19,477,Country_Website,
Belgium,Daily ICU occupancy,2020-05-11,2020-W20,465,Country_Website,
Belgium,Daily ICU occupancy,2020-05-12,2020-W20,427,Country_Website,
Belgium,Daily ICU occupancy,2020-05-13,2020-W20,407,Country_Website,
Belgium,Daily ICU occupancy,2020-05-14,2020-W20,380,Country_Website,
Belgium,Daily ICU occupancy,2020-05-15,2020-W20,364,Country_Website,
Belgium,Daily ICU occupancy,2020-05-16,2020-W20,345,Country_Website,
Belgium,Daily ICU occupancy,2020-05-17,2020-W20,342,Country_Website,
Belgium,Daily ICU occupancy,2020-05-18,2020-W21,345,Country_Website,
Belgium,Daily ICU occupancy,2020-05-19,2020-W21,313,Country_Website,
Belgium,Daily ICU occupancy,2020-05-20,2020-W21,277,Country_Website,
Belgium,Daily ICU occupancy,2020-05-21,2020-W21,268,Country_Website,
Belgium,Daily ICU occupancy,2020-05-22,2020-W21,259,Country_Website,
Belgium,Daily ICU occupancy,2020-05-23,2020-W21,256,Country_Website,
Belgium,Daily ICU occupancy,2020-05-24,2020-W21,251,Country_Website,
Belgium,Daily ICU occupancy,2020-05-25,2020-W22,249,Country_Website,
Belgium,Daily ICU occupancy,2020-05-26,2020-W22,223,Country_Website,
Belgium,Daily ICU occupancy,2020-05-27,2020-W22,209,Country_Website,
Belgium,Daily ICU occupancy,2020-05-28,2020-W22,187,Country_Website,
Belgium,Daily ICU occupancy,2020-05-29,2020-W22,173,Country_Website,
Belgium,Daily ICU occupancy,2020-05-30,2020-W22,168,Country_Website,
Belgium,Daily ICU occupancy,2020-05-31,2020-W22,164,Country_Website,
Belgium,Daily ICU occupancy,2020-06-01,2020-W23,166,Country_Website,
Belgium,Daily ICU occupancy,2020-06-02,2020-W23,172,Country_Website,
Belgium,Daily ICU occupancy,2020-06-03,2020-W23,145,Country_Website,
Belgium,Daily ICU occupancy,2020-06-04,2020-W23,137,Country_Website,
Belgium,Daily ICU occupancy,2020-06-05,2020-W23,121,Country_Website,
Belgium,Daily ICU occupancy,2020-06-06,2020-W23,111,Country_Website,
Belgium,Daily ICU occupancy,2020-06-07,2020-W23,116,Country_Website,
Belgium,Daily ICU occupancy,2020-06-08,2020-W24,115,Country_Website,
Belgium,Daily ICU occupancy,2020-06-09,2020-W24,102,Country_Website,
Belgium,Daily ICU occupancy,2020-06-10,2020-W24,99,Country_Website,
Belgium,Daily ICU occupancy,2020-06-11,2020-W24,89,Country_Website,
Belgium,Daily ICU occupancy,2020-06-12,2020-W24,88,Country_Website,
Belgium,Daily ICU occupancy,2020-06-13,2020-W24,82,Country_Website,
Belgium,Daily ICU occupancy,2020-06-14,2020-W24,85,Country_Website,
Belgium,Daily ICU occupancy,2020-06-15,2020-W25,75,Country_Website,
Belgium,Daily ICU occupancy,2020-06-16,2020-W25,67,Country_Website,
Belgium,Daily ICU occupancy,2020-06-17,2020-W25,60,Country_Website,
Belgium,Daily ICU occupancy,2020-06-18,2020-W25,52,Country_Website,
Belgium,Daily ICU occupancy,2020-06-19,2020-W25,50,Country_Website,
Belgium,Daily ICU occupancy,2020-06-20,2020-W25,53,Country_Website,
Belgium,Daily ICU occupancy,2020-06-21,2020-W25,50,Country_Website,
Belgium,Daily ICU occupancy,2020-06-22,2020-W26,42,Country_Website,
Belgium,Daily ICU occupancy,2020-06-23,2020-W26,41,Country_Website,
Belgium,Daily ICU occupancy,2020-06-24,2020-W26,40,Country_Website,
Belgium,Daily ICU occupancy,2020-06-25,2020-W26,38,Country_Website,
Belgium,Daily ICU occupancy,2020-06-26,2020-W26,36,Country_Website,
Belgium,Daily ICU occupancy,2020-06-27,2020-W26,34,Country_Website,
Belgium,Daily ICU occupancy,2020-06-28,2020-W26,36,Country_Website,
Belgium,Daily ICU occupancy,2020-06-29,2020-W27,41,Country_Website,
Belgium,Daily ICU occupancy,2020-06-30,2020-W27,37,Country_Website,
Belgium,Daily ICU occupancy,2020-07-01,2020-W27,36,Country_Website,
Belgium,Daily ICU occupancy,2020-07-02,2020-W27,35,Country_Website,
Belgium,Daily ICU occupancy,2020-07-03,2020-W27,32,Country_Website,
Belgium,Daily ICU occupancy,2020-07-04,2020-W27,29,Country_Website,
Belgium,Daily ICU occupancy,2020-07-05,2020-W27,30,Country_Website,
Belgium,Daily ICU occupancy,2020-07-06,2020-W28,27,Country_Website,
Belgium,Daily ICU occupancy,2020-07-07,2020-W28,32,Country_Website,
Belgium,Daily ICU occupancy,2020-07-08,2020-W28,32,Country_Website,
Belgium,Daily ICU occupancy,2020-07-09,2020-W28,36,Country_Website,
Belgium,Daily ICU occupancy,2020-07-10,2020-W28,32,Country_Website,
Belgium,Daily ICU occupancy,2020-07-11,2020-W28,28,Country_Website,
Belgium,Daily ICU occupancy,2020-07-12,2020-W28,27,Country_Website,
Belgium,Daily ICU occupancy,2020-07-13,2020-W29,23,Country_Website,
Belgium,Daily ICU occupancy,2020-07-14,2020-W29,27,Country_Website,
Belgium,Daily ICU occupancy,2020-07-15,2020-W29,27,Country_Website,
Belgium,Daily ICU occupancy,2020-07-16,2020-W29,28,Country_Website,
Belgium,Daily ICU occupancy,2020-07-17,2020-W29,28,Country_Website,
Belgium,Daily ICU occupancy,2020-07-18,2020-W29,30,Country_Website,
Belgium,Daily ICU occupancy,2020-07-19,2020-W29,31,Country_Website,
Belgium,Daily ICU occupancy,2020-07-20,2020-W30,36,Country_Website,
Belgium,Daily ICU occupancy,2020-07-21,2020-W30,33,Country_Website,
